LakeName,Year,ResidentialCount,AgriculturalCount,CommercialCount,IndustrialCount,PublicCount,AvgSeasonalLakeGrade,AvgSecchiDepth,AvgPhosphorus,ResidentialProportion,AgriculturalProportion,CommercialProportion,IndustrialProportion,PublicProportion,TotalCount
Red Rock Lake,2012,3155,2,153,135,55,#N/A,#N/A,#N/A,0.901428571,0.000571429,0.043714286,0.038571429,0.015714286,3500
Regional Park Lake,2012,5536,301,280,0,614,1,1.845714286,0.090857143,0.82246323,0.044718467,0.041598574,0,0.09121973,6731
Reitz Lake,2012,443,136,24,0,50,1,1.3,0.102714286,0.678407351,0.208269525,0.036753446,0,0.076569678,653
Reshanau Lake,2012,1223,4,4,0,216,1,0.4,0.1687,0.845196959,0.00276434,0.00276434,0,0.149274361,1447
Rest Area Pond,2012,109,34,28,0,66,1,0.687642857,0.242285714,0.459915612,0.143459916,0.11814346,0,0.278481013,237
Rice Elm Lake,2012,11941,76,865,587,201,#N/A,#N/A,#N/A,0.873518654,0.00555962,0.063277249,0.042940746,0.014703731,13670
Riley Lake,2012,2239,10,208,0,192,2,2.061764706,0.061857143,0.845224613,0.003775009,0.078520196,0,0.072480181,2649
Rogers Lake,2012,3214,0,260,58,2,#N/A,0,0.037454545,0.909451047,0,0.073571024,0.016411998,0.000565931,3534
Rutz Lake,2012,235,78,22,6,45,#N/A,#N/A,#N/A,0.60880829,0.202072539,0.056994819,0.015544041,0.116580311,386
Ryan Lake,2012,8200,2,677,276,36,#N/A,2.925,0.04475,0.89217713,0.000217604,0.073659014,0.030029377,0.003916875,9191
Sand Lake,2012,138,62,0,0,64,#N/A,#N/A,#N/A,0.522727273,0.234848485,0,0,0.242424242,264
Sarah Lake,2012,781,92,18,4,25,#N/A,#N/A,#N/A,0.848913043,0.1,0.019565217,0.004347826,0.027173913,920
Scheuble Lake,2012,455,53,8,0,20,#N/A,#N/A,#N/A,0.848880597,0.098880597,0.014925373,0,0.037313433,536
Schmidt Lake,2012,4258,0,64,10,100,#N/A,#N/A,#N/A,0.960740072,0,0.014440433,0.002256318,0.022563177,4432
Schroeder Pond,2012,43,44,0,0,16,#N/A,#N/A,#N/A,0.417475728,0.427184466,0,0,0.155339806,103
Schultz Lake,2012,4241,260,41,14,0,#N/A,#N/A,#N/A,0.930860404,0.057067603,0.008999122,0.003072871,0,4556
Schutz Lake,2012,91,0,0,0,14,#N/A,#N/A,#N/A,0.866666667,0,0,0,0.133333333,105
Scout Lake,2012,15163,0,418,39,7,1,0.564285714,0.111214286,0.970307801,0,0.026748576,0.002495681,0.000447943,15627
Sea Lake,2012,86,78,0,0,8,#N/A,#N/A,#N/A,0.5,0.453488372,0,0,0.046511628,172
Sed Basin Adj to Valley Lake,2012,6307,5,371,0,0,#N/A,#N/A,#N/A,0.943737842,0.000748167,0.055513991,0,0,6683
Seidl Lake,2012,9797,2,796,216,39,#N/A,0.7,0.092333333,0.902949309,0.000184332,0.073364055,0.019907834,0.00359447,10850
Shady Oak Lake,2012,3825,0,1113,601,406,#N/A,#N/A,#N/A,0.643397813,0,0.187216148,0.101093356,0.068292683,5945
Shavers Lake,2012,2229,0,134,0,55,#N/A,#N/A,#N/A,0.921836228,0,0.055417701,0,0.022746071,2418
Shields Lake,2012,485,130,26,0,114,1,1.5,0.201142857,0.642384106,0.17218543,0.034437086,0,0.150993377,755
Silver Lake,2012,4960,0,377,47,247,#N/A,#N/A,#N/A,0.880838217,0,0.066950808,0.008346652,0.043864323,5631
Simley Lake,2012,14553,252,422,42,280,2,1.571428571,0.044142857,0.935944434,0.01620683,0.027140009,0.002701138,0.018007589,15549
Smetana Lake,2012,1949,0,1889,123,1354,#N/A,#N/A,#N/A,0.366698024,0,0.355409219,0.023142051,0.254750706,5315
Snail Lake,2012,2677,2,72,0,77,#N/A,#N/A,#N/A,0.946605375,0.000707214,0.025459689,0,0.027227723,2828
South Oak Lake,2012,5651,0,552,494,146,1,0.508333333,0.103666667,0.825807394,0,0.080666374,0.07219056,0.021335671,6843
South Rice Lake,2012,9995,0,1151,312,26,#N/A,#N/A,#N/A,0.870341344,0,0.100226402,0.027168234,0.00226402,11484
South Twin Lake,2012,630,6,16,0,131,#N/A,#N/A,#N/A,0.804597701,0.007662835,0.020434227,0,0.167305236,783
Spring Lake,2012,316,0,0,0,51,1,0.7875,0.128142857,0.861035422,0,0,0,0.138964578,367
St. Joe Lake,2012,356,0,0,0,22,4,2.671428571,0.016285714,0.941798942,0,0,0,0.058201058,378
Staring Lake,2012,6111,29,188,44,284,#N/A,#N/A,#N/A,0.91811899,0.004356971,0.028245192,0.006610577,0.042668269,6656
Stieger Lake,2012,668,10,73,6,96,#N/A,#N/A,#N/A,0.783118406,0.011723329,0.085580305,0.007033998,0.112543962,853
Success Lake,2012,22204,100,769,196,324,#N/A,#N/A,#N/A,0.941126605,0.004238545,0.032594414,0.008307549,0.013732887,23593
Sucker Lake,2012,3188,0,64,12,57,#N/A,#N/A,#N/A,0.959951822,0,0.019271304,0.003613369,0.017163505,3321
Sullivan Lake,2012,5054,0,340,140,329,#N/A,#N/A,#N/A,0.862016033,0,0.05799079,0.02387856,0.056114617,5863
Sunfish Lake,2012,2570,24,161,0,102,2,2.310086957,0.052666667,0.899544977,0.00840042,0.056352818,0,0.035701785,2857
Sunnybrook Lake,2012,247,22,56,0,72,4,2.857142857,0.023571429,0.622166247,0.055415617,0.141057935,0,0.181360202,397
Sunset Lake,2012,327,48,0,0,16,4,3.164285714,0.025428571,0.836317136,0.122762148,0,0,0.040920716,391
Sunset Pond,2012,10838,4,547,193,472,3,2.064285714,0.062428571,0.899120624,0.00033184,0.045379127,0.016011283,0.039157126,12054
Susan Lake,2012,1658,7,164,68,98,1,1.157142857,0.087857143,0.831077694,0.003508772,0.082205514,0.034085213,0.049122807,1995
Swede Lake,2012,212,141,24,2,10,0,0.342857143,0.367357143,0.544987147,0.362467866,0.061696658,0.005141388,0.025706941,389
Sweeney Lake,2012,2814,0,4084,3967,3948,2,1.188888889,0.047333333,0.189968271,0,0.275703774,0.267805306,0.266522649,14813
Sylvan Lake,2012,110,5,6,0,0,0,0.385714286,0.292785714,0.909090909,0.041322314,0.049586777,0,0,121
Tamarack Lake,2012,300,10,0,0,34,#N/A,#N/A,#N/A,0.872093023,0.029069767,0,0,0.098837209,344
Tanners Lake,2012,12169,0,428,2,754,#N/A,#N/A,#N/A,0.911330787,0,0.032052722,0.000149779,0.056466712,13353
Terrapin Lake,2012,164,80,0,0,82,#N/A,0,0,0.503067485,0.245398773,0,0,0.251533742,326
Thole Lake,2012,662,248,12,0,19,#N/A,#N/A,#N/A,0.703506908,0.263549416,0.012752391,0,0.020191286,941
Thomas Lake,2012,11325,0,85,0,2,#N/A,#N/A,#N/A,0.992376446,0,0.0074483,0,0.000175254,11412
Tiger Lake,2012,27,168,12,0,10,#N/A,#N/A,#N/A,0.124423963,0.774193548,0.055299539,0,0.046082949,217
Twin Lake,2012,5482,0,485,53,30,1,1.989545455,0.100964286,0.906115702,0,0.080165289,0.008760331,0.004958678,6050
Upper Prior Lake,2012,1384,0,49,0,184,1,0.945454545,0.089363636,0.855905999,0,0.03030303,0,0.113790971,1617
Vadnais Lake,2012,2657,2,72,6,123,#N/A,#N/A,#N/A,0.929020979,0.000699301,0.025174825,0.002097902,0.043006993,2860
Valentine Lake,2012,1168,0,152,34,63,#N/A,#N/A,#N/A,0.824276641,0,0.107268878,0.023994354,0.044460127,1417
Valley Lake,2012,7186,16,82,4,4,2,1.392307692,0.082307692,0.985463522,0.002194185,0.0112452,0.000548546,0.000548546,7292
Virginia Lake,2012,1078,4,6,0,52,#N/A,#N/A,#N/A,0.945614035,0.003508772,0.005263158,0,0.045614035,1140
Wabasso Lake,2012,1003,0,183,70,63,#N/A,#N/A,#N/A,0.760424564,0,0.138741471,0.053070508,0.047763457,1319
Waconia Lake,2012,727,47,9,0,13,3,2.892307692,0.044214286,0.913316583,0.059045226,0.011306533,0,0.016331658,796
Wasserman Lake,2012,679,16,19,2,79,#N/A,#N/A,#N/A,0.85408805,0.020125786,0.023899371,0.002515723,0.099371069,795
Weaver Lake,2012,8171,106,141,6,240,#N/A,#N/A,#N/A,0.943097876,0.012234534,0.016274238,0.000692521,0.027700831,8664
Weber Pond,2012,103,0,32,0,32,#N/A,#N/A,#N/A,0.616766467,0,0.191616766,0,0.191616766,167
West Lakeland Storage Site,2012,145,4,0,0,8,#N/A,#N/A,#N/A,0.923566879,0.025477707,0,0,0.050955414,157
Westwood Lake,2012,3830,0,1023,818,30,2,1.275,0.101166667,0.671811963,0,0.179442203,0.143483599,0.005262235,5701
Whaletail Lake,2012,647,39,12,4,8,#N/A,#N/A,#N/A,0.911267606,0.054929577,0.016901408,0.005633803,0.011267606,710
White Bear Lake,2012,295,0,0,0,4,#N/A,#N/A,#N/A,0.986622074,0,0,0,0.013377926,299
White Rock Lake,2012,431,106,8,0,64,2,1.407142857,0.075,0.70771757,0.174055829,0.013136289,0,0.105090312,609
Wilmes Lake,2012,3262,0,134,0,436,2,1.3,0.092538462,0.85125261,0,0.034968685,0,0.113778706,3832
Windsor Lake,2012,2030,0,104,66,72,#N/A,#N/A,#N/A,0.893485915,0,0.045774648,0.029049296,0.031690141,2272
Wing Lake,2012,3081,0,82,0,8,1,0.788888889,0.167666667,0.971617786,0,0.02585935,0,0.002522863,3171
Winkler Lake,2012,44,115,8,0,13,#N/A,#N/A,#N/A,0.244444444,0.638888889,0.044444444,0,0.072222222,180
Wolsfeld Lake,2012,1230,50,44,4,87,#N/A,#N/A,#N/A,0.869257951,0.035335689,0.031095406,0.002826855,0.061484099,1415
Wood Lake,2012,2454,0,91,0,0,1,1.276923077,0.076692308,0.964243615,0,0.035756385,0,0,2545
Woodpile Lake,2012,187,28,4,0,74,3,3.936428571,0.037153846,0.638225256,0.09556314,0.013651877,0,0.252559727,293
Young America Lake,2012,469,20,64,18,44,#N/A,#N/A,#N/A,0.762601626,0.032520325,0.104065041,0.029268293,0.071544715,615
Zumbra Lake,2012,175,6,7,0,12,#N/A,#N/A,#N/A,0.875,0.03,0.035,0,0.06,200
Acorn Lake,2013,6099,22,226,26,679,#N/A,#N/A,#N/A,0.864861032,0.003119682,0.032047646,0.003686897,0.096284742,7052
Alice Lake,2013,583,24,26,0,222,#N/A,#N/A,#N/A,0.681871345,0.028070175,0.030409357,0,0.259649123,855
Alimagnet Lake,2013,5232,0,83,0,2,1,0.81,0.0887,0.984013541,0,0.015610307,0,0.000376152,5317
Anderson Pond,2013,2442,0,107,10,4,#N/A,#N/A,#N/A,0.9527897,0,0.041747952,0.003901678,0.001560671,2563
Ann Lake,2013,1065,8,104,16,66,#N/A,#N/A,#N/A,0.845909452,0.006354249,0.082605242,0.012708499,0.052422558,1259
Ardmore Lake,2013,468,19,65,10,14,#N/A,#N/A,#N/A,0.8125,0.032986111,0.112847222,0.017361111,0.024305556,576
Armstrong Lake,2013,2329,26,338,0,597,#N/A,0.08,0.056714286,0.707902736,0.007902736,0.102735562,0,0.181458967,3290
Assumption Lake,2013,743,849,12,0,160,#N/A,#N/A,#N/A,0.421201814,0.481292517,0.006802721,0,0.090702948,1764
Aue Lake,2013,73,118,9,0,10,#N/A,#N/A,#N/A,0.347619048,0.561904762,0.042857143,0,0.047619048,210
Bald Eagle Lake,2013,1466,0,0,0,79,#N/A,#N/A,#N/A,0.948867314,0,0,0,0.051132686,1545
Baldwin Lake,2013,2117,20,72,4,183,#N/A,#N/A,#N/A,0.883555927,0.008347245,0.030050083,0.001669449,0.076377295,2396
Barker Lake,2013,89,90,0,0,14,2,1.201416667,0.07275,0.461139896,0.466321244,0,0,0.07253886,193
Barnes Lake,2013,105,61,4,0,20,#N/A,#N/A,#N/A,0.552631579,0.321052632,0.021052632,0,0.105263158,190
Bass Lake,2013,187,68,0,0,14,3,2.343,0.025694444,0.695167286,0.252788104,0,0,0.05204461,269
Battle Creek Lake,2013,2026,12,294,0,414,#N/A,#N/A,#N/A,0.737800437,0.004369993,0.107064822,0,0.150764749,2746
Bavaria Lake,2013,1693,50,7,0,113,2,1.221428571,0.042428571,0.908749329,0.026838433,0.003757381,0,0.060654858,1863
Bay Pond,2013,541,82,0,0,122,1,0.955714286,0.185,0.726174497,0.110067114,0,0,0.163758389,745
Benton Lake,2013,500,89,65,21,55,0,0.230769231,0.261769231,0.684931507,0.121917808,0.089041096,0.028767123,0.075342466,730
Benz Lake,2013,83,26,0,0,10,#N/A,1.22,0.0665,0.697478992,0.218487395,0,0,0.084033613,119
Berliner Lake,2013,920,300,115,16,94,#N/A,#N/A,#N/A,0.636678201,0.207612457,0.079584775,0.011072664,0.065051903,1445
Beutel Pond,2013,1266,14,84,0,216,#N/A,#N/A,#N/A,0.801265823,0.008860759,0.053164557,0,0.136708861,1580
Big Carnelian Lake,2013,317,22,0,0,32,4,5.545833333,0.012166667,0.854447439,0.059299191,0,0,0.086253369,371
Big Marine Lake,2013,39,22,0,0,122,4,3.539166667,0.020166667,0.213114754,0.120218579,0,0,0.666666667,183
Big Woods Lake,2013,107,15,31,114,58,#N/A,#N/A,#N/A,0.329230769,0.046153846,0.095384615,0.350769231,0.178461538,325
Birch Lake,2013,6305,30,336,90,226,#N/A,#N/A,#N/A,0.902390153,0.004293688,0.048089309,0.012881065,0.032345785,6987
Bone Lake,2013,164,64,0,0,20,2,1.296,0.03968,0.661290323,0.258064516,0,0,0.080645161,248
Brand Lake,2013,848,198,177,16,180,#N/A,#N/A,#N/A,0.597603946,0.139534884,0.124735729,0.011275546,0.126849894,1419
Braunworth Lake,2013,292,51,24,2,27,#N/A,#N/A,#N/A,0.737373737,0.128787879,0.060606061,0.005050505,0.068181818,396
Brick Pond,2013,1453,4,368,0,362,#N/A,0,0.067333333,0.66438043,0.001828989,0.168267032,0,0.165523548,2187
Brickyard Clayhole Lake,2013,1099,4,90,14,138,4,3.946153846,0.017153846,0.817100372,0.002973978,0.066914498,0.010408922,0.10260223,1345
Bryant Lake,2013,417,0,137,42,8,#N/A,#N/A,#N/A,0.690397351,0,0.226821192,0.069536424,0.013245033,604
Buck Lake,2013,533,91,0,0,8,#N/A,#N/A,#N/A,0.84335443,0.143987342,0,0,0.012658228,632
Burandt Lake,2013,3217,47,407,54,219,2,1.707692308,0.031307692,0.815669371,0.011916836,0.103194726,0.013691684,0.055527383,3944
Bush Lake,2013,8130,0,155,112,420,4,3.275,0.010916667,0.922082341,0,0.017579676,0.012702733,0.04763525,8817
Byllesby Lake,2013,3228,607,141,42,8,1,0.985416667,0.169189189,0.801788376,0.150769995,0.035022355,0.010432191,0.001987084,4026
Calhoun Lake,2013,6020,0,1778,37,20,#N/A,#N/A,#N/A,0.766390834,0,0.226352642,0.004710376,0.002546149,7855
Campbell Lake,2013,197,340,10,0,11,#N/A,#N/A,#N/A,0.353046595,0.609318996,0.017921147,0,0.019713262,558
Capaul Pond,2013,100,28,0,0,16,#N/A,#N/A,#N/A,0.694444444,0.194444444,0,0,0.111111111,144
Carol Lake,2013,126,40,0,0,10,#N/A,1.010666667,0.0314,0.715909091,0.227272727,0,0,0.056818182,176
Carver Lake,2013,7204,8,122,7,564,#N/A,#N/A,#N/A,0.911321948,0.001012018,0.01543327,0.000885515,0.071347249,7905
Cates Lake,2013,3265,20,26,0,223,3,2.15,0.024454545,0.923882286,0.00565931,0.007357102,0,0.063101302,3534
Cedar Island Lake,2013,1510,0,369,144,24,#N/A,#N/A,#N/A,0.737664875,0,0.180263801,0.070346849,0.011724475,2047
Cedar Lake,2013,2412,468,76,0,118,1,1.158333333,0.216608696,0.784645413,0.152244632,0.024723487,0,0.038386467,3074
Cenaiko Lake,2013,19658,6,572,316,1115,#N/A,#N/A,#N/A,0.90727835,0.000276919,0.026399594,0.014584391,0.051460747,21667
Centerville Lake,2013,947,19,22,16,233,#N/A,#N/A,#N/A,0.765561843,0.015359741,0.017784964,0.012934519,0.188358933,1237
Charley Lake,2013,2357,0,21,4,47,#N/A,#N/A,#N/A,0.970358172,0,0.008645533,0.001646768,0.019349527,2429
Christmas Lake,2013,4288,0,331,19,179,#N/A,7.25,0,0.89018061,0,0.068714968,0.003944364,0.037160058,4817
Chub Lake,2013,5394,695,191,21,112,#N/A,#N/A,#N/A,0.841104007,0.108373616,0.029783253,0.003274598,0.017464525,6413
Clear Lake,2013,3268,216,529,0,800,#N/A,5.471428571,0,0.67899439,0.044878454,0.109910659,0,0.166216497,4813
Cleary Lake,2013,1339,133,2,0,44,#N/A,#N/A,#N/A,0.882081686,0.087615283,0.001317523,0,0.028985507,1518
Cloverdale Lake,2013,250,0,38,0,36,4,3.075,0.0225,0.771604938,0,0.117283951,0,0.111111111,324
Cobblecrest Lake,2013,4652,0,252,47,71,1,0.571428571,0.071857143,0.926324174,0,0.050179211,0.009358821,0.014137794,5022
Cobblestone Lake,2013,10962,75,367,56,4,2,1.270833333,0.045083333,0.956210747,0.006542219,0.032013259,0.004884857,0.000348918,11464
Colby Lake,2013,5110,24,30,0,759,1,0.663846154,0.156692308,0.862738477,0.004052001,0.005065001,0,0.128144521,5923
Coon Lake,2013,2393,212,359,8,634,#N/A,#N/A,#N/A,0.663616195,0.058790904,0.099556295,0.002218525,0.175818081,3606
Cornelia Lake,2013,2300,0,109,4,30,#N/A,0.533333333,0.127,0.941465411,0,0.044617274,0.001637331,0.012279984,2443
Courthouse Lake,2013,2451,73,162,36,416,3,3.530769231,0.027923077,0.781070746,0.023263225,0.051625239,0.011472275,0.132568515,3138
Cowley Lake,2013,2525,69,257,145,48,#N/A,#N/A,#N/A,0.829500657,0.022667543,0.084428384,0.047634691,0.015768725,3044
Crane Lake,2013,2310,0,198,16,54,#N/A,#N/A,#N/A,0.896043445,0,0.076803724,0.006206362,0.02094647,2578
Crooked Lake,2013,31753,212,1683,446,2311,#N/A,#N/A,#N/A,0.872215355,0.005823376,0.046229913,0.012251064,0.063480291,36405
Crystal Lake,2013,1734,0,16,0,0,3,1.85,0.028769231,0.990857143,0,0.009142857,0,0,1750
Cynthia Lake,2013,451,223,10,0,31,#N/A,#N/A,#N/A,0.630769231,0.311888112,0.013986014,0,0.043356643,715
Dan Patch Lake,2013,7117,26,343,6,545,#N/A,#N/A,#N/A,0.885529426,0.003235038,0.042677616,0.000746547,0.067811372,8037
DeMontreville Lake,2013,115,8,0,0,36,4,3.715384615,0.013692308,0.72327044,0.050314465,0,0,0.226415094,159
Dean Lake,2013,5078,46,208,0,368,#N/A,#N/A,#N/A,0.890877193,0.008070175,0.036491228,0,0.064561404,5700
Deeg Lake,2013,9334,0,418,56,8,#N/A,#N/A,#N/A,0.950896496,0,0.042583537,0.005704971,0.000814996,9816
Deep Lake,2013,821,56,1,0,14,#N/A,#N/A,#N/A,0.920403587,0.062780269,0.001121076,0,0.015695067,892
Diamond Lake,2013,1080,61,142,202,148,#N/A,#N/A,#N/A,0.661359461,0.037354562,0.086956522,0.123698714,0.090630741,1633
Downs Lake,2013,182,8,0,0,26,0,0.387142857,0.175428571,0.842592593,0.037037037,0,0,0.12037037,216
DuBay Lake,2013,2354,127,57,30,68,3,2.557142857,0.043125,0.893019727,0.048179059,0.021623672,0.01138088,0.025796662,2636
Duck Lake,2013,3178,0,46,2,127,#N/A,#N/A,#N/A,0.947807933,0,0.013719058,0.000596481,0.037876528,3353
Dutch Lake,2013,1158,20,63,0,30,#N/A,#N/A,#N/A,0.911093627,0.015735641,0.04956727,0,0.023603462,1271
Eagle Lake,2013,107,228,4,2,12,1,0.546153846,0.221769231,0.303116147,0.645892351,0.011331445,0.005665722,0.033994334,353
Earley Lake,2013,4099,0,225,20,0,2,1.569230769,0.031692308,0.943600368,0,0.05179558,0.004604052,0,4344
East Lake,2013,19635,194,394,61,10,1,0.840909091,0.090181818,0.967527348,0.009559476,0.019414605,0.003005815,0.000492756,20294
East Twin Lake,2013,930,369,6,30,72,#N/A,#N/A,#N/A,0.66098081,0.262260128,0.004264392,0.021321962,0.051172708,1407
Echo Lake,2013,631,0,36,0,73,#N/A,1.825,0.029142857,0.852702703,0,0.048648649,0,0.098648649,740
Edina Lake,2013,2373,0,5026,4856,86,#N/A,#N/A,#N/A,0.192285876,0,0.407260352,0.393485131,0.006968641,12341
Edith Lake,2013,244,48,0,0,128,4,2.2525,0.0188125,0.580952381,0.114285714,0,0,0.304761905,420
Egg Lake,2013,2674,106,154,10,556,#N/A,#N/A,#N/A,0.764,0.030285714,0.044,0.002857143,0.158857143,3500
Fahlstrom Pond,2013,93,58,4,0,20,#N/A,#N/A,#N/A,0.531428571,0.331428571,0.022857143,0,0.114285714,175
Farquar Lake,2013,6581,0,2,2,0,1,0.72,0.112538462,0.999392559,0,0.000303721,0.000303721,0,6585
Fireman's Clayhole Lake,2013,988,74,222,6,248,3,2.230769231,0.025769231,0.642392718,0.048114434,0.144343303,0.00390117,0.161248375,1538
Fish Lake,2013,15276,34,520,123,71,2,1.131923077,0.061517241,0.95332002,0.002121817,0.032451323,0.007675986,0.004430854,16024
Forest Lake,2013,1540,12,480,0,400,2,1.610588235,0.03125,0.633223684,0.004934211,0.197368421,0,0.164473684,2432
French Lake,2013,517,126,88,146,20,#N/A,#N/A,#N/A,0.576365663,0.140468227,0.098104794,0.162764771,0.022296544,897
Friedrich's Pond,2013,65,10,0,0,26,#N/A,#N/A,#N/A,0.643564356,0.099009901,0,0,0.257425743,101
Gables Lake,2013,3826,382,34,0,418,#N/A,#N/A,#N/A,0.821030043,0.081974249,0.007296137,0,0.089699571,4660
Gaystock Lake,2013,932,165,13,4,139,#N/A,#N/A,#N/A,0.743814844,0.131683958,0.0103751,0.003192338,0.110933759,1253
George Lake,2013,693,18,20,0,108,#N/A,#N/A,#N/A,0.825983313,0.021454112,0.023837902,0,0.128724672,839
George Watch Lake,2013,1205,121,112,20,178,0,0.365,0.277285714,0.736552567,0.07396088,0.068459658,0.012224939,0.108801956,1636
German Lake,2013,129,64,6,0,14,#N/A,#N/A,#N/A,0.605633803,0.300469484,0.028169014,0,0.0657277,213
Gervais Lake,2013,2626,2,119,2,145,#N/A,#N/A,#N/A,0.90739461,0.000691085,0.041119558,0.000691085,0.050103663,2894
Glen Lake,2013,502,0,49,104,18,#N/A,#N/A,#N/A,0.745913819,0,0.072808321,0.154531947,0.026745914,673
Goetschel Lake,2013,237,34,30,0,84,#N/A,#N/A,#N/A,0.615584416,0.088311688,0.077922078,0,0.218181818,385
Goggins Lake,2013,80,34,2,0,6,2,1.101666667,0.088076923,0.655737705,0.278688525,0.016393443,0,0.049180328,122
Golden Lake,2013,4414,2,195,192,373,#N/A,#N/A,#N/A,0.852782071,0.000386399,0.037673879,0.037094281,0.072063369,5176
Goose Lake,2013,661,196,64,0,249,2,0.686236842,0.109128205,0.564957265,0.167521368,0.054700855,0,0.212820513,1170
Grace Lake,2013,3029,19,24,0,298,1,1.046428571,0.155846154,0.898813056,0.005637982,0.007121662,0,0.0884273,3370
Grass Lake,2013,15473,0,3645,2823,216,#N/A,#N/A,#N/A,0.698334612,0,0.16450783,0.127408945,0.009748612,22157
Haas Lake,2013,2204,27,44,0,127,#N/A,0,0.0265,0.917568693,0.011240633,0.018318068,0,0.052872606,2402
Hafften Lake,2013,749,136,14,2,28,2,1.266666667,0.047333333,0.806243272,0.146393972,0.015069968,0.002152853,0.030139935,929
Halfbreed Lake,2013,425,18,4,0,56,4,4.462608696,0.012391304,0.844930417,0.035785288,0.007952286,0,0.111332008,503
Ham Lake,2013,9299,585,805,224,628,#N/A,#N/A,#N/A,0.805736071,0.050688848,0.069751321,0.019409063,0.054414695,11541
Harriet Lake,2013,9768,0,747,22,20,#N/A,#N/A,#N/A,0.925262859,0,0.070758738,0.002083925,0.001894478,10557
Hart Lake,2013,18338,0,3149,958,333,#N/A,#N/A,#N/A,0.805075072,0,0.138247432,0.042058126,0.01461937,22778
Harvey Lake,2013,5724,0,233,20,110,#N/A,#N/A,#N/A,0.940364712,0,0.038278298,0.003285691,0.018071299,6087
Haughey Lake,2013,228,59,8,2,20,#N/A,#N/A,#N/A,0.719242902,0.186119874,0.025236593,0.006309148,0.063091483,317
Hay Lake,2013,145,36,0,0,70,#N/A,0,0.036583333,0.577689243,0.143426295,0,0,0.278884462,251
Hazeltine Lake,2013,1255,35,56,81,149,0,0.303846154,0.223923077,0.796319797,0.022208122,0.035532995,0.051395939,0.094543147,1576
Heims Lake,2013,335,74,4,0,63,#N/A,#N/A,#N/A,0.703781513,0.155462185,0.008403361,0,0.132352941,476
Henry Lake,2013,1110,177,7,2,34,#N/A,#N/A,#N/A,0.834586466,0.133082707,0.005263158,0.001503759,0.02556391,1330
Hidden Lake,2013,1110,0,133,81,34,#N/A,#N/A,#N/A,0.817378498,0,0.097938144,0.059646539,0.025036819,1358
Highland Lake,2013,1714,0,10,0,79,#N/A,#N/A,#N/A,0.950637826,0,0.005546312,0,0.043815862,1803
Holland Lake,2013,545,0,20,0,0,#N/A,2.3,0,0.96460177,0,0.03539823,0,0,565
Hornbean Lake,2013,1494,5,93,41,0,#N/A,#N/A,#N/A,0.914880588,0.003061849,0.056950398,0.025107165,0,1633
Horseshoe Lake,2013,1433,0,2,0,18,2,1.1762,0.032611111,0.986235375,0,0.001376462,0,0.012388162,1453
Hydes Lake,2013,66,50,6,0,8,2,1.292307692,0.066230769,0.507692308,0.384615385,0.046153846,0,0.061538462,130
Independence Lake,2013,1384,50,177,97,69,#N/A,#N/A,#N/A,0.778840743,0.02813731,0.099606078,0.054586382,0.038829488,1777
Isabelle Lake,2013,8175,238,433,102,81,#N/A,#N/A,#N/A,0.905415882,0.026359508,0.047956584,0.011296932,0.008971093,9029
Island Lake,2013,370,89,48,0,139,#N/A,#N/A,#N/A,0.572755418,0.137770898,0.074303406,0,0.215170279,646
Jackson WMA,2013,603,0,0,0,102,3,1.657777778,0.045461538,0.855319149,0,0,0,0.144680851,705
Jane Lake,2013,319,14,0,0,30,#N/A,4.6625,0.00875,0.878787879,0.038567493,0,0,0.082644628,363
Johanna Lake,2013,1161,0,79,69,42,#N/A,#N/A,#N/A,0.859363434,0,0.058475204,0.051073279,0.031088083,1351
Jonathan Lake,2013,190,2,33,0,37,1,0.723076923,0.161846154,0.72519084,0.007633588,0.125954198,0,0.141221374,262
Josephine Lake,2013,4612,0,141,0,181,#N/A,#N/A,#N/A,0.934738549,0,0.028577219,0,0.036684232,4934
Jubert Lake,2013,433,156,24,2,10,#N/A,#N/A,#N/A,0.6928,0.2496,0.0384,0.0032,0.016,625
July Lake,2013,153,28,14,0,8,1,1.179230769,0.077,0.753694581,0.137931034,0.068965517,0,0.039408867,203
Karth Lake,2013,3120,0,78,24,60,3,2.715384615,0.023692308,0.950639854,0,0.023765996,0.007312614,0.018281536,3282
